SMILES,Metal,LogK1
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Gd+++,19.9
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ho+++,20.8
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Lu+++,20.2
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Nd+++,19.1
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Pr+++,18.77
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Sm+++,19.48
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Tm+++,20.4
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Yb+++,20.4
O=C(O)CN(CC(=O)O)CC(=O)O,Ce+++,10.57
O=C(O)CN(CC(=O)O)CC(=O)O,Eu+++,11.44
O=C(O)CN(CC(=O)O)CC(=O)O,Tb+++,11.43
O=C(O)CN(CC(=O)O)CC(=O)O,Dy+++,11.54
O=C(O)CN(CC(=O)O)CC(=O)O,Er+++,11.82
O=C(O)CN(CC(=O)O)CC(=O)O,Gd+++,11.37
O=C(O)CN(CC(=O)O)CC(=O)O,Ho+++,11.7
O=C(O)CN(CC(=O)O)CC(=O)O,Lu+++,12.25
O=C(O)CN(CC(=O)O)CC(=O)O,Nd+++,11.05
O=C(O)CN(CC(=O)O)CC(=O)O,Pr+++,10.87
O=C(O)CN(CC(=O)O)CC(=O)O,Sm+++,11.43
O=C(O)CN(CC(=O)O)CC(=O)O,Tm+++,11.98
O=C(O)CN(CC(=O)O)CC(=O)O,Yb+++,12.17
O=C(O)CN(CC(=O)O)CC(=O)O,Pm+++,11.0
CC(C)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC(C)C)CC(=O)O)CC(=O)O,Gd+++,17.07
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,13.1
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,11.75
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,14.72
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,14.8
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,13.7
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,15.54
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,12.34
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,11.99
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,13.14
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,15.42
Cc1ccccn1,Eu+++,3.0
Cc1nc(C(=O)NCCN(CCNC(=O)c2nc(C)n(C)c(=O)c2O)CCNC(=O)c2nc(C)n(C)c(=O)c2O)c(O)c(=O)n1C,Gd+++,18.2
NC(=S)NN(CC(=O)O)CC(=O)O,Gd+++,4.01
NC(=S)NN(CC(=O)O)CC(=O)O,Nd+++,3.19
NC(=S)NN(CC(=O)O)CC(=O)O,Yb+++,4.35
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Eu+++,6.78
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Ce+++,4.55
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Tb+++,4.8
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Dy+++,4.83
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Er+++,5.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Gd+++,4.8
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Ho+++,4.86
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Lu+++,5.1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Nd+++,4.5
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Pr+++,4.52
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Sm+++,4.75
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Yb+++,5.11
CC(C)C(NCc1ccc2ccc3ccc(CNC(C(=O)O)C(C)C)nc3c2n1)C(=O)O,Eu+++,13.98
CC(C)C(NCc1ccc2ccc3ccc(CNC(C(=O)O)C(C)C)nc3c2n1)C(=O)O,Gd+++,14.79
CC(C)C(NCc1ccc2ccc3ccc(CNC(C(=O)O)C(C)C)nc3c2n1)C(=O)O,Nd+++,11.43
CC(C)C(NCc1ccc2ccc3ccc(CNC(C(=O)O)C(C)C)nc3c2n1)C(=O)O,Sm+++,13.3
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Ce+++,11.83
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Eu+++,16.23
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Tb+++,16.59
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Dy+++,16.79
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Er+++,17.45
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Gd+++,16.28
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Lu+++,18.19
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Nd+++,12.53
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Pr+++,12.15
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Sm+++,12.83
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Tm+++,17.8
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Ce++++,18.43
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Ho+++,18.1
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Yb+++,18.68
O=C(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O,Pm+++,16.94
CC(CNCc1cc(S(=O)(=O)O)ccc1O)(CNCc1cc(S(=O)(=O)O)ccc1O)CNCc1cc(S(=O)(=O)O)ccc1O,Gd+++,11.86
CC(CNCc1cc(S(=O)(=O)O)ccc1O)(CNCc1cc(S(=O)(=O)O)ccc1O)CNCc1cc(S(=O)(=O)O)ccc1O,Ho+++,12.71
CC(CNCc1cc(S(=O)(=O)O)ccc1O)(CNCc1cc(S(=O)(=O)O)ccc1O)CNCc1cc(S(=O)(=O)O)ccc1O,Nd+++,11.19
CC(CNCc1cc(S(=O)(=O)O)ccc1O)(CNCc1cc(S(=O)(=O)O)ccc1O)CNCc1cc(S(=O)(=O)O)ccc1O,Yb+++,13.78
Nc1ncccc1O,Eu+++,7.96
O=C(O)CN(CCO)CCO,Ce+++,5.45
O=C(O)CN(CCO)CCO,Eu+++,5.63
O=C(O)CN(CCO)CCO,Nd+++,5.7
O=C(O)CN(CCO)CCO,Pr+++,5.98
O=C(O)CN(CCO)CCO,Sm+++,6.77
O=C(O)CN(CCO)CCO,Tb+++,5.48
O=C(O)CN(CCO)CCO,Dy+++,5.55
O=C(O)CN(CCO)CCO,Er+++,5.38
O=C(O)CN(CCO)CCO,Gd+++,5.84
O=C(O)CN(CCO)CCO,Ho+++,5.51
O=C(O)CN(CCO)CCO,Tm+++,5.52
O=C(O)CN(CCO)CCO,Lu+++,5.46
O=C(O)CN(CCO)CCO,Yb+++,5.42
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,17.05
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,17.02
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,17.16
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,17.59
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,17.03
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,17.36
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,18.1
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,16.47
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,16.1
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,16.74
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,17.87
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,18.08
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,16.0
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,11.5
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,12.26
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,12.45
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Er+++,12.7
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,12.24
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,12.6
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,11.93
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,11.73
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,12.18
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,13.01
CC(C(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,13.23
CC(C)(CO)C(O)C(=O)NCCC(=O)O,Nd+++,2.01
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,Eu+++,5.9
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,Ho+++,6.2
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,Pr+++,6.37
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,Sm+++,5.94
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,11.27
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,11.82
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,11.7
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,11.72
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,11.87
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,11.74
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,11.75
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,12.14
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,11.66
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,11.54
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,11.87
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,11.99
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,12.08
O=C(O)c1cccc([N+](=O)[O-])c1,Eu+++,1.76
O=C(O)c1cccc([N+](=O)[O-])c1,Tb+++,1.61
O=C(O)c1cccc([N+](=O)[O-])c1,Dy+++,1.62
O=C(O)c1cccc([N+](=O)[O-])c1,Er+++,1.64
O=C(O)c1cccc([N+](=O)[O-])c1,Gd+++,1.68
O=C(O)c1cccc([N+](=O)[O-])c1,Ho+++,1.61
O=C(O)c1cccc([N+](=O)[O-])c1,Lu+++,1.64
O=C(O)c1cccc([N+](=O)[O-])c1,Nd+++,1.75
O=C(O)c1cccc([N+](=O)[O-])c1,Pr+++,1.64
O=C(O)c1cccc([N+](=O)[O-])c1,Sm+++,1.85
O=C(O)c1cccc([N+](=O)[O-])c1,Tm+++,1.6
O=C(O)c1cccc([N+](=O)[O-])c1,Yb+++,1.65
O=C(O)c1cccc[n+]1[O-],Ce+++,2.71
O=C(O)c1cccc[n+]1[O-],Eu+++,2.94
O=C(O)c1cccc[n+]1[O-],Dy+++,3.0
O=C(O)c1cccc[n+]1[O-],Gd+++,2.93
O=C(O)c1cccc[n+]1[O-],Lu+++,3.48
O=C(O)c1cccc[n+]1[O-],Nd+++,2.91
O=C(O)c1cccc[n+]1[O-],Pr+++,2.75
O=C(O)c1cccc[n+]1[O-],Tm+++,3.16
O=C(O)c1cccc[n+]1[O-],Yb+++,3.15
CC(=O)NCC(=O)O,Eu+++,1.96
CC(=O)NCC(=O)O,Tb+++,1.65
CC(=O)NCC(=O)O,Er+++,1.51
CC(=O)NCC(=O)O,Nd+++,1.86
CC(=O)NCC(=O)O,Sm+++,1.88
O=C(O)CN1CCOCCN(CC(=O)O)CCN(CC(=O)O)CCOCC1,Gd+++,17.26
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Eu+++,15.59
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,15.88
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ho+++,16.48
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ce+++,14.16
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tb+++,15.91
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Lu+++,16.71
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Nd+++,14.85
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Sm+++,15.35
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tm+++,16.61
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,9.83
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,10.41
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,10.55
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,10.94
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,9.94
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,10.84
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,11.44
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,9.52
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,11.25
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,11.35
CCCCC(N)C(=O)O,Ce+++,4.68
CCCCC(N)C(=O)O,Tb+++,4.84
CCCCC(N)C(=O)O,Dy+++,4.93
CCCCC(N)C(=O)O,Er+++,5.46
CCCCC(N)C(=O)O,Gd+++,4.72
CCCCC(N)C(=O)O,Pr+++,4.78
CCCCC(N)C(=O)O,Sm+++,5.06
CCCCC(N)C(=O)O,Yb+++,5.67
CCCCC(N)C(=O)O,Eu+++,4.15
CCCCC(N)C(=O)O,Nd+++,3.56
CCCCC(N)C(=O)O,Tm+++,4.18
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)(O)O)c2C)c(N)n1,Eu+++,8.54
Cc1cc(C)c(O)c(CN(CCN(CC(=O)O)Cc2cc(C)cc(C)c2O)CC(=O)O)c1,Gd+++,20.27
NCC(=O)NCC(=O)NCC(=O)O,Eu+++,2.55
NCC(=O)NCC(=O)NCC(=O)O,Gd+++,2.2
NCC(=O)NCC(=O)NCC(=O)O,Ho+++,2.35
NCC(=O)NCC(=O)NCC(=O)O,Nd+++,2.15
NCC(=O)NCC(=O)NCC(=O)O,Yb+++,2.5
O=c1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1,Dy+++,4.88
O=c1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1,Gd+++,4.68
O=c1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1,Nd+++,4.57
O=c1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1,Pr+++,4.36
CN(CCN(CCN(C)CC(=O)O)CCN(C)CC(=O)O)CC(=O)O,Gd+++,9.98
NCC(=O)N1CCCC1C(=O)O,Ce+++,3.5
NCC(=O)N1CCCC1C(=O)O,Dy+++,3.94
NCC(=O)N1CCCC1C(=O)O,Er+++,4.02
NCC(=O)N1CCCC1C(=O)O,Gd+++,3.74
NCC(=O)N1CCCC1C(=O)O,Nd+++,3.65
NCC(=O)N1CCCC1C(=O)O,Pr+++,3.59
NCC(=O)N1CCCC1C(=O)O,Sm+++,3.8
NCC(=O)N1CCCC1C(=O)O,Yb+++,4.1
O=C(O)CN(CC(=O)O)CC(O)CO,Ce+++,7.84
O=C(O)CN(CC(=O)O)CC(O)CO,Eu+++,8.51
O=C(O)CN(CC(=O)O)CC(O)CO,Tb+++,8.7
O=C(O)CN(CC(=O)O)CC(O)CO,Dy+++,8.82
O=C(O)CN(CC(=O)O)CC(O)CO,Er+++,8.88
O=C(O)CN(CC(=O)O)CC(O)CO,Gd+++,8.5
O=C(O)CN(CC(=O)O)CC(O)CO,Ho+++,8.84
O=C(O)CN(CC(=O)O)CC(O)CO,Nd+++,8.45
O=C(O)CN(CC(=O)O)CC(O)CO,Pr+++,8.33
O=C(O)CN(CC(=O)O)CC(O)CO,Sm+++,8.5
O=C(O)CN(CC(=O)O)CC(O)CO,Tm+++,8.95
O=C(O)CN(CC(=O)O)CC(O)CO,Yb+++,9.06
CCN(CCN(CC)CC(=O)O)CC(=O)O,Eu+++,7.1
CCN(CCN(CC)CC(=O)O)CC(=O)O,Tb+++,7.0
CCN(CCN(CC)CC(=O)O)CC(=O)O,Dy+++,7.0
CCN(CCN(CC)CC(=O)O)CC(=O)O,Er+++,7.0
CCN(CCN(CC)CC(=O)O)CC(=O)O,Gd+++,6.9
CCN(CCN(CC)CC(=O)O)CC(=O)O,Ho+++,6.9
CCN(CCN(CC)CC(=O)O)CC(=O)O,Lu+++,7.1
CCN(CCN(CC)CC(=O)O)CC(=O)O,Tm+++,7.1
CCN(CCN(CC)CC(=O)O)CC(=O)O,Yb+++,7.1
COCCN(C)C(=O)CN(CCN(CCN(CC(=O)O)CC(=O)N(C)CCOC)CC(=O)O)CC(=O)O,Dy+++,18.46
COCCN(C)C(=O)CN(CCN(CCN(CC(=O)O)CC(=O)N(C)CCOC)CC(=O)O)CC(=O)O,Gd+++,17.69
COCCN(C)C(=O)CN(CCN(CCN(CC(=O)O)CC(=O)N(C)CCOC)CC(=O)O)CC(=O)O,Lu+++,19.28
COCCN(C)C(=O)CN(CCN(CCN(CC(=O)O)CC(=O)N(C)CCOC)CC(=O)O)CC(=O)O,Nd+++,17.38
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Gd+++,10.05
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Eu+++,10.6
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Tb+++,10.48
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Dy+++,10.18
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Ho+++,9.98
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Lu+++,9.21
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Nd+++,10.38
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Pr+++,10.11
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Sm+++,10.68
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Tm+++,9.94
NC(=O)CN1CCN(CC(N)=O)CCN(CC(N)=O)CCN(CC(N)=O)CC1,Yb+++,9.75
O=C(O)CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,22.21
O=C(O)CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,22.06
COc1ccccc1CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCc1ccccc1OC)CC(=O)O)CC(=O)O,Gd+++,16.82
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Eu+++,23.85
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Tb+++,23.61
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Dy+++,23.29
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Er+++,23.62
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Gd+++,23.83
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ho+++,23.58
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Nd+++,23.68
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Pr+++,23.45
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Sm+++,23.81
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Yb+++,23.58
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Lu+++,23.91
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Tm+++,23.48
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ce+++,19.6
CCCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,10.18
CCCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,10.68
CCCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,10.4
Nc1ccc(CC(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)cc1,Gd+++,22.0
NNC(=O)c1ccncc1,Ce+++,8.9
NNC(=O)c1ccncc1,Eu+++,8.7
NNC(=O)c1ccncc1,Tb+++,8.4
NNC(=O)c1ccncc1,Dy+++,9.0
NNC(=O)c1ccncc1,Gd+++,8.7
NNC(=O)c1ccncc1,Ho+++,9.0
NNC(=O)c1ccncc1,Nd+++,8.85
NNC(=O)c1ccncc1,Pr+++,8.85
NNC(=O)c1ccncc1,Sm+++,8.85
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCCNC(=O)CN(CC(=O)O)CC1,Gd+++,14.49
CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1,Eu+++,9.75
CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1,Er+++,9.68
CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1,Gd+++,9.81
CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1,Lu+++,9.88
CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1,Nd+++,9.37
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Ce+++,12.87
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Eu+++,13.83
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Tb+++,14.09
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Dy+++,14.04
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Er+++,14.1
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Gd+++,13.34
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Ho+++,14.09
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Lu+++,14.25
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Nd+++,13.33
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Pr+++,13.29
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Sm+++,13.83
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Tm+++,14.22
O=C(O)C(NC1CCCC[C@H]1NC(C(=O)O)C(=O)O)C(=O)O,Yb+++,14.26
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)CCN(CC(=O)O)Cc1ccccn1,Gd+++,16.83
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Ce+++,4.81
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Eu+++,5.43
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Tb+++,5.32
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Dy+++,5.45
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Er+++,5.69
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Gd+++,5.21
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Ho+++,5.59
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Lu+++,5.82
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Nd+++,5.09
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Pr+++,4.97
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Sm+++,5.3
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Tm+++,5.82
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,Yb+++,5.93
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Eu+++,9.32
