name,value
train_loss,0.39201699712473154
train_rmse,0.8816945927315936
train_mae,0.39201699712473154
val_loss,0.5718204188709477
val_rmse,1.156491210242419
val_mae,0.5718204188709477
test_loss,0.49283483101211434
test_rmse,0.9058597303748266
test_mae,0.49283483101211434
best_epoch,238.0
total_time,597.7703902348876
